Rating,Genre,Movie,Voting_counts,Total_hours
6.3,Action,Freaky Tales,9400,1.7833333333333332
9.3,Action,Mahavatar Narsimha,26000,2.1666666666666665
6.5,Action,Gladiator II,267000,2.466666666666667
6.8,Action,The Ministry of Ungentlemanly Warfare,143000,2.033333333333333
6.8,Action,Kingdom of the Planet of the Apes,158000,2.4166666666666665
8.5,Action,Dune: Part Two,656000,2.7666666666666666
7.5,Action,Deadpool & Wolverine,519000,2.1333333333333333
5.5,Action,Kraven the Hunter,69000,2.1166666666666667
6.4,Action,Fight or Flight,17000,1.7
6.5,Action,Carry-On,177000,1.9833333333333334
7.6,Action,The Count of Monte-Cristo,39000,2.966666666666667
7.0,Action,Civil War,248000,1.8166666666666667
6.5,Action,40 Acres,2900,1.8833333333333333
6.5,Action,Twisters,181000,2.033333333333333
6.9,Action,Sonic the Hedgehog 3,69000,1.8333333333333335
5.7,Action,William Tell,4200,2.2333333333333334
6.3,Action,The Beekeeper,166000,1.75
6.8,Action,The Fall Guy,232000,2.1
6.8,Action,Rebel Ridge,94000,2.183333333333333
5.5,Action,The Unholy Trinity,2800,1.5833333333333335
6.2,Action,Road House,173000,2.0166666666666666
7.5,Action,Furiosa: A Mad Max Saga,297000,2.466666666666667
7.3,Action,Relay,182,1.8666666666666667
6.0,Action,Venom: The Last Dance,136000,1.8333333333333335
4.8,Action,River of Blood,2300,1.4333333333333333
6.6,Action,Land of Bad,54000,1.8833333333333333
4.1,Action,Madame Web,105000,1.9333333333333333
7.6,Action,Transformers One,57000,1.7333333333333334
6.5,Action,Bad Boys: Ride or Die,105000,1.9166666666666665
6.5,Action,Abigail,102000,1.8166666666666667
6.0,Action,Godzilla x Kong: The New Empire,126000,1.9166666666666665
4.5,Action,Dirty Angels,4700,1.7333333333333334
4.7,Action,Borderlands,52000,1.6833333333333333
5.6,Action,Argylle,95000,2.3166666666666664
8.4,Action,Maharaja,73000,2.35
4.7,Action,The Crow,38000,1.85
5.4,Action,Drive-Away Dolls,25000,1.4
6.8,Action,Monkey Man,95000,2.0166666666666666
6.3,Action,The Lord of the Rings: The War of the Rohirrim,35000,2.2333333333333334
6.3,Action,Red One,144000,2.05
5.1,Action,Long Gone Heroes,1500,1.6833333333333333
5.6,Action,Elevation,26000,1.5166666666666666
6.3,Action,Kung Fu Panda 4,72000,1.5666666666666667
6.2,Action,The Instigators,40000,1.6833333333333333
5.7,Action,The Killer,15000,2.1
5.4,Action,Canary Black,13000,1.6833333333333333
6.4,Action,Cloud,2200,2.066666666666667
6.1,Action,Damsel,113000,1.8333333333333335
6.1,Action,Pushpa: The Rule - Part 2,60000,3.35
6.4,Action,Beverly Hills Cop: Axel F,83000,1.9666666666666668
6.0,adventure,Jurassic World: Rebirth,103000,2.216666666666667
7.3,adventure,The Fantastic Four: First Steps,113000,1.9
7.5,adventure,Superman,204000,2.15
7.7,adventure,KPop Demon Hunters,51000,1.5833333333333335
7.9,adventure,How to Train Your Dragon,83000,2.0833333333333335
7.2,adventure,Thunderbolts*,176000,2.1166666666666667
7.2,adventure,The Bad Guys 2,4400,1.7333333333333334
7.4,adventure,Mission: Impossible - The Final Reckoning,118000,2.8166666666666664
7.2,adventure,Sketch,1400,1.55
8.2,adventure,Jurassic Park,1100000,2.1166666666666667
6.8,adventure,Mickey 17,186000,2.283333333333333
6.8,adventure,Lilo & Stitch,60000,1.8
8.7,adventure,Interstellar,2400000,2.8166666666666664
8.1,adventure,Ne Zha II,14000,2.3833333333333333
5.6,adventure,A Minecraft Movie,131000,1.6833333333333333
5.1,adventure,Red Sonja,477,1.8333333333333335
7.3,adventure,No Time to Die,470000,2.716666666666667
8.8,adventure,Inception,2700000,2.466666666666667
6.6,adventure,War of the Worlds,495000,1.95
5.7,adventure,Fantastic Four,366000,1.7666666666666666
7.7,adventure,Apollo 13,329000,2.3333333333333335
8.9,adventure,The Lord of the Rings: The Fellowship of the Ring,2100000,2.966666666666667
8.5,adventure,Gladiator,1800000,2.5833333333333335
6.7,adventure,The Gorge,139000,2.1166666666666667
8.4,adventure,Inglourious Basterds,1700000,2.55
6.9,adventure,The Bad Guys,71000,1.6666666666666665
7.7,adventure,Harry Potter and the Sorcerer's Stone,914000,2.533333333333333
5.6,adventure,Jurassic World: Dominion,234000,2.45
5.1,adventure,The Old Guard 2,36000,1.7833333333333332
5.4,adventure,Gods of Egypt,132000,2.1166666666666667
8.1,adventure,Jaws,710000,2.066666666666667
8.5,adventure,Back to the Future,1400000,1.9333333333333333
2.1,adventure,Snow White,385000,1.8166666666666667
6.8,adventure,Barbie,621000,1.9
6.9,adventure,Jurassic World,713000,2.066666666666667
8.2,adventure,Spider-Man: No Way Home,970000,2.466666666666667
5.7,adventure,Fountain of Youth,41000,2.0833333333333335
5.6,adventure,Captain America: Brave New World,158000,1.9666666666666668
7.2,adventure,The Hunger Games,1100000,2.3666666666666667
8.4,adventure,Avengers: Endgame,1400000,3.0166666666666666
5.2,adventure,The 5th Wave,123000,1.8666666666666667
8.2,adventure,The Wild Robot,192000,1.7
6.6,adventure,The Lost World: Jurassic Park,467000,2.15
8.0,adventure,Dune: Part One,972000,2.5833333333333335
7.1,adventure,Man of Steel,849000,2.3833333333333333
7.4,adventure,Ne Zha,16000,1.8333333333333335
7.5,adventure,Predator: Killer of Killers,42000,1.4166666666666667
7.9,adventure,Guardians of the Galaxy Vol,442000,2.5
7.4,adventure,Spider-Man,934000,2.0166666666666666
7.3,adventure,Megamind,314000,1.5833333333333335
7.3,adventure,Kingdom of Heaven,339000,2.4
8.5,adventure,Spider-Man: Across the Spider-Verse,474000,2.3333333333333335
7.8,adventure,Rogue One: A Star Wars Story,734000,2.216666666666667
8.4,adventure,Avengers: Infinity War,1300000,2.4833333333333334
6.7,adventure,The Parent Trap,167000,2.1333333333333333
7.5,adventure,Avatar: The Way of Water,543000,3.2
4.3,adventure,Smurfs,3600,1.4833333333333334
8.0,adventure,Guardians of the Galaxy,1300000,2.0166666666666666
6.1,adventure,Jurassic World: Fallen Kingdom,369000,2.1333333333333333
6.0,adventure,Jurassic Park III,360000,1.5333333333333332
9.0,adventure,The Lord of the Rings: The Return of the King,2100000,3.35
8.4,adventure,Raiders of the Lost Ark,1100000,1.9166666666666665
7.7,adventure,The Goonies,317000,1.9
7.6,adventure,Die Hard with a Vengeance,423000,2.1333333333333333
7.6,adventure,Mission: Impossible - Dead Reckoning Part One,307000,2.716666666666667
8.6,adventure,Spirited Away,925000,2.066666666666667
6.4,adventure,Batman v Superman: Dawn of Justice,778000,2.5166666666666666
8.8,adventure,"The Good, the Bad and the Ugly",865000,2.966666666666667
5.7,adventure,Journey 2: The Mysterious Island,118000,1.5666666666666667
7.0,adventure,The Northman,285000,2.283333333333333
8.0,adventure,The Incredibles,867000,1.9166666666666665
8.0,adventure,The Princess Bride,472000,1.6333333333333333
7.2,adventure,The Suicide Squad,440000,2.2
7.9,adventure,Avatar,1400000,2.7
7.8,adventure,Everything Everywhere All at Once,589000,2.3166666666666664
5.9,adventure,The Electric State,74000,2.0833333333333335
7.9,adventure,Flow,91000,1.4166666666666667
8.1,adventure,Stand by Me,470000,1.4833333333333334
8.6,adventure,Star Wars: Episode IV - A New Hope,1500000,2.0166666666666666
7.1,adventure,Transformers,702000,2.4
5.6,adventure,Zombies 4: Dawn of the Vampires,2600,1.4333333333333333
8.0,adventure,Zootopia,589000,1.8
6.9,adventure,Elio,13000,1.6333333333333333
8.6,adventure,Terminator 2: Judgment Day,1200000,2.283333333333333
5.8,adventure,Journey to the Center of the Earth,137000,1.55
5.6,adventure,Fantastic Four: Rise of the Silver Surfer,293000,1.5333333333333332
7.4,adventure,Spider-Man: Homecoming,768000,2.216666666666667
8.4,adventure,Spider-Man: Into the Spider-Verse,746000,1.95
8.0,adventure,The Martian,977000,2.4
8.2,adventure,Indiana Jones and the Last Crusade,846000,2.1166666666666667
8.4,adventure,Aliens,816000,2.283333333333333
7.3,adventure,Troy,599000,2.716666666666667
5.6,adventure,Dolittle,76000,1.6833333333333333
4.8,adventure,Ice Road: Vengeance,5700,1.8666666666666667
7.9,adventure,Iron Man,1200000,2.1
8.3,adventure,2001: A Space Odyssey,761000,2.4833333333333334
6.5,adventure,Idiocracy,204000,1.4
7.5,adventure,Back to the Future Part III,505000,1.9666666666666668
8.8,adventure,The Lord of the Rings: The Two Towers,1900000,2.9833333333333334
6.6,adventure,The Tomorrow War,245000,2.3
7.9,adventure,Edge of Tomorrow,782000,1.8833333333333333
6.6,adventure,The Flash,239000,2.4
8.1,adventure,Mad Max: Fury Road,1200000,2.0
7.1,adventure,The Mummy,487000,2.066666666666667
7.3,adventure,Cars,512000,1.9333333333333333
7.0,adventure,Prometheus,682000,2.066666666666667
6.3,adventure,Uncharted,288000,1.9333333333333333
7.0,adventure,Independence Day,633000,2.4166666666666665
7.6,adventure,The Fifth Element,531000,2.1
7.7,adventure,Harry Potter and the Goblet of Fire,726000,2.6166666666666667
7.3,adventure,Avengers: Age of Ultron,971000,2.35
8.5,adventure,The Lion King,1200000,1.4666666666666668
6.7,adventure,Wyatt Earp,58000,3.183333333333333
7.1,adventure,Prey,256000,1.6666666666666665
7.9,adventure,Almost Famous,307000,2.033333333333333
7.1,adventure,Tommy Boy,102000,1.6166666666666667
6.9,adventure,Game Night,268000,1.6666666666666665
8.1,adventure,The Terminator,975000,1.7833333333333332
8.1,adventure,Harry Potter and the Deathly Hallows: Part 2,1000000,2.1666666666666665
6.8,adventure,Annihilation,384000,1.9166666666666665
8.1,adventure,Ratatouille,901000,1.85
4.7,adventure,In the Lost Lands,11000,1.6833333333333333
7.5,adventure,Spider-Man 2,757000,2.1166666666666667
8.2,adventure,Finding Nemo,1200000,1.6666666666666665
8.0,adventure,Casino Royale,724000,2.4
5.0,adventure,The Happening,224000,1.5166666666666666
7.7,adventure,Kingsman: The Secret Service,759000,2.15
6.9,adventure,Captain America: The First Avenger,943000,2.066666666666667
7.9,adventure,E,458000,1.9166666666666665
7.8,adventure,The Hobbit: An Unexpected Journey,909000,2.8166666666666664
7.9,adventure,Star Trek,632000,2.1166666666666667
7.7,adventure,Harry Potter and the Deathly Hallows: Part 1,639000,2.4333333333333336
7.9,adventure,Harry Potter and the Prisoner of Azkaban,738000,2.3666666666666667
6.5,adventure,Moana 2,114000,1.6666666666666665
7.2,adventure,Dungeons & Dragons: Honor Among Thieves,264000,2.2333333333333334
7.8,adventure,Predator,483000,1.7833333333333332
7.9,adventure,Zack Snyder's Justice League,462000,4.033333333333333
6.3,adventure,Spider-Man 3,678000,2.3166666666666664
7.3,adventure,Men in Black,646000,1.6333333333333333
8.0,adventure,Into the Wild,684000,2.466666666666667
6.5,adventure,Star Wars: Episode I - The Phantom Menace,903000,2.2666666666666666
7.7,adventure,Mission: Impossible - Fallout,407000,2.45
5.9,adventure,Suicide Squad,746000,2.05
6.8,adventure,Hook,284000,2.3666666666666667
7.1,adventure,Iron Man 3,941000,2.1666666666666665
6.2,adventure,Eternals,414000,2.6
7.5,adventure,Total Recall,372000,1.8833333333333333
7.3,adventure,Black Panther,885000,2.2333333333333334
7.2,adventure,Mission: Impossible,504000,1.8333333333333335
7.8,adventure,Apocalypto,348000,2.3166666666666664
7.3,adventure,The Secret Life of Walter Mitty,360000,1.9
7.0,adventure,Jumanji: Welcome to the Jungle,485000,1.9833333333333334
8.0,adventure,The Revenant,919000,2.6
8.7,adventure,Star Wars: Episode V - The Empire Strikes Back,1500000,2.066666666666667
6.7,adventure,Armageddon,469000,2.5166666666666666
7.5,adventure,Harry Potter and the Chamber of Secrets,738000,2.6833333333333336
6.5,adventure,Triple Frontier,156000,2.0833333333333335
7.7,adventure,Captain America: The Winter Soldier,945000,2.2666666666666666
8.3,adventure,Toy Story,1100000,1.35
7.5,adventure,The Hunger Games: Catching Fire,755000,2.4333333333333336
6.6,adventure,Mufasa: The Lion King,74000,1.9666666666666668
7.3,adventure,Speed,412000,1.9333333333333333
8.4,adventure,Coco,664000,1.75
6.5,adventure,Pirates of the Caribbean: Dead Men Tell No Tales,371000,2.15
7.1,adventure,War 2,10000,2.8333333333333335
6.5,adventure,The Day After Tomorrow,501000,2.066666666666667
7.4,adventure,Spider-Man: Far from Home,609000,2.15
6.2,adventure,The Return,11000,1.9333333333333333
7.3,adventure,The Time Masters,7100,1.3
6.9,adventure,Doctor Strange in the Multiverse of Madness,524000,2.1
7.9,adventure,Thor: Ragnarok,867000,2.1666666666666665
7.4,adventure,Ready Player One,524000,2.3333333333333335
7.0,adventure,The Super Mario Bros,274000,1.5333333333333332
7.2,adventure,Papillon,93000,2.216666666666667
7.4,adventure,Pirates of the Caribbean: Dead Man's Chest,805000,2.5166666666666666
6.6,adventure,Black Widow,461000,2.2333333333333334
6.3,adventure,Tomb Raider,236000,1.9833333333333334
6.5,adventure,Indiana Jones and the Dial of Destiny,224000,2.5666666666666664
7.8,adventure,Skyfall,756000,2.3833333333333333
6.8,adventure,Spectre,484000,2.466666666666667
6.1,adventure,Thor: Love and Thunder,442000,1.9666666666666668
8.4,adventure,WALL·E,1300000,1.6333333333333333
7.0,adventure,World War Z,761000,1.9333333333333333
7.5,adventure,Indiana Jones and the Temple of Doom,556000,1.9666666666666668
7.9,adventure,Shrek,783000,1.5
6.4,adventure,Star Wars: Episode IX - The Rise of Skywalker,525000,2.35
6.9,adventure,National Treasure,370000,2.183333333333333
6.8,adventure,Tron: Legacy,370000,2.0833333333333335
8.1,adventure,Barry Lyndon,196000,3.0833333333333335
7.5,adventure,Incredibles 2,356000,1.9666666666666668
7.2,adventure,A,333000,2.4333333333333336
7.5,adventure,Doctor Strange,854000,1.9166666666666665
8.3,adventure,Up,1200000,1.6
5.8,adventure,Ghosted,76000,1.9333333333333333
7.3,adventure,Shang-Chi and the Legend of the Ten Rings,471000,2.2
7.6,adventure,Star Wars: Episode III - Revenge of the Sith,895000,2.3333333333333335
7.4,adventure,Frozen,695000,1.7
7.7,adventure,The Count of Monte Cristo,156000,2.183333333333333
8.3,adventure,Princess Mononoke,466000,2.216666666666667
7.1,adventure,Free Guy,470000,1.9166666666666665
7.5,adventure,Inside Out 2,228000,1.6
7.6,adventure,Moana,423000,1.7833333333333332
7.0,adventure,Highlander,154000,1.9333333333333333
8.2,adventure,Howl's Moving Castle,491000,1.9833333333333334
7.1,adventure,Spaceballs,220000,1.6
7.3,adventure,Starship Troopers,338000,2.15
7.3,adventure,X-Men,679000,1.7333333333333334
7.2,adventure,The Man from U,350000,1.9333333333333333
6.5,adventure,Plane,99000,1.7833333333333332
6.9,adventure,The Magnificent Seven,239000,2.2
6.1,adventure,Mission: Impossible II,403000,2.05
7.1,adventure,Beauty and the Beast,351000,2.15
7.6,adventure,The Last of the Mohicans,200000,1.8666666666666667
7.1,adventure,Pirates of the Caribbean: At World's End,726000,2.8166666666666664
6.1,adventure,Die Another Day,236000,2.216666666666667
6.4,adventure,Now You See Me 2,343000,2.15
7.0,adventure,Holes,107000,1.95
7.9,adventure,Fantastic Mr,291000,1.45
5.7,adventure,Fast X,139000,2.35
8.1,adventure,"Monsters, Inc",1000000,1.5333333333333332
6.6,adventure,The Incredible Hulk,550000,1.8666666666666667
8.1,adventure,Inside Out,880000,1.5833333333333335
6.6,adventure,Pirates of the Caribbean: On Stranger Tides,592000,2.2666666666666666
8.1,adventure,The Wizard of Oz,455000,1.7
6.3,adventure,Napoleon,177000,2.6333333333333333
7.5,adventure,The Secret of NIMH,48000,1.3666666666666667
5.8,adventure,The Legend of Ochi,5600,1.5833333333333335
7.7,adventure,Star Wars: Episode VII - The Force Awakens,1000000,2.3
6.6,adventure,The Amazing Spider-Man 2,570000,2.3666666666666667
7.0,adventure,A Knight's Tale,213000,2.2
7.5,adventure,Batman,423000,2.1
6.7,adventure,Charlie and the Chocolate Factory,556000,1.9166666666666665
7.2,adventure,The Descent,263000,1.65
7.5,adventure,Master and Commander: The Far Side of the World,249000,2.3
7.5,adventure,Harry Potter and the Order of the Phoenix,674000,2.3
7.8,adventure,Back to the Future Part II,604000,1.8
6.8,adventure,Men in Black³,403000,1.7666666666666666
7.4,adventure,Mission: Impossible - Ghost Protocol,554000,2.2
6.6,adventure,The Bourne Legacy,323000,2.25
5.3,adventure,Fixed,927,1.45
6.7,adventure,Captain Marvel,641000,2.05
7.8,adventure,How to Train Your Dragon 2,389000,1.7
7.8,adventure,Cast Away,672000,2.3833333333333333
7.4,adventure,Mission: Impossible - Rogue Nation,436000,2.183333333333333
6.6,adventure,Divergent,509000,2.3166666666666664
6.9,adventure,Pacific Rim,549000,2.183333333333333
7.6,adventure,Deadpool 2,722000,1.9833333333333334
5.8,adventure,The Blue Lagoon,81000,1.7333333333333334
6.0,adventure,Justice League,496000,2.0
6.6,adventure,Black Panther: Wakanda Forever,339000,2.6833333333333336
6.9,adventure,Mission: Impossible III,415000,2.1
5.2,adventure,Omniscient Reader: The Prophecy,9500,1.9333333333333333
7.5,adventure,The Hunt for Red October,225000,2.25
7.0,adventure,Smokey and the Bandit,61000,1.6
7.6,adventure,Kung Fu Panda,558000,1.5333333333333332
6.7,adventure,King Arthur: Legend of the Sword,242000,2.1
6.9,adventure,Wonka,181000,1.9333333333333333
7.0,adventure,Shazam!,404000,2.2
6.7,adventure,The Creator,189000,2.216666666666667
7.0,adventure,Oblivion,575000,2.066666666666667
6.9,adventure,Solo: A Star Wars Story,399000,2.25
7.3,adventure,Hercules,271000,1.55
6.4,adventure,Tomorrowland,197000,2.1666666666666665
6.1,adventure,Superman Returns,299000,2.5666666666666664
7.0,adventure,Stargate,214000,2.0166666666666666
7.1,adventure,Jumanji,400000,1.7333333333333334
7.6,adventure,Stardust,294000,2.1166666666666667
7.7,adventure,Tangled,527000,1.6666666666666665
7.2,adventure,Fantastic Beasts and Where to Find Them,529000,2.2
6.3,adventure,Waterworld,220000,2.25
6.7,adventure,Robin Hood: Men in Tights,143000,1.7333333333333334
7.6,adventure,Harry Potter and the Half-Blood Prince,635000,2.55
6.2,adventure,Inferno,198000,2.0166666666666666
6.9,adventure,Rio,264000,1.6
8.1,adventure,My Neighbor Totoro,414000,1.4333333333333333
8.0,adventure,Big Fish,472000,2.0833333333333335
8.3,adventure,Star Wars: Episode VI - Return of the Jedi,1200000,2.183333333333333
7.8,adventure,Puss in Boots: The Last Wish,210000,1.7
8.0,adventure,Dances with Wolves,303000,3.0166666666666666
6.6,adventure,Paddington in Peru,28000,1.7666666666666666
6.7,adventure,Miss Peregrine's Home for Peculiar Children,203000,2.1166666666666667
8.3,adventure,Toy Story 3,941000,1.7166666666666668
6.1,adventure,Van Helsing,300000,2.183333333333333
5.9,adventure,The Great Wall,156000,1.7166666666666668
5.6,adventure,Aquaman and the Lost Kingdom,110000,2.066666666666667
6.3,adventure,The King's Man,190000,2.183333333333333
6.1,adventure,Mortal Kombat,199000,1.8333333333333335
6.8,adventure,Aquaman,542000,2.3833333333333333
5.4,adventure,Scooby-Doo,135000,1.4333333333333333
7.1,adventure,Gran Turismo,127000,2.2333333333333334
6.5,adventure,Night at the Museum,397000,1.8
6.0,adventure,Transformers: Rise of the Beasts,125000,2.1166666666666667
8.3,adventure,Lawrence of Arabia,332000,3.783333333333333
5.8,adventure,Jaws 2,90000,1.9333333333333333
7.4,adventure,Mud,196000,2.1666666666666665
7.7,adventure,Star Trek Into Darkness,506000,2.2
6.1,adventure,Ghostbusters: Frozen Empire,97000,1.9166666666666665
7.7,adventure,Godzilla Minus One,176000,2.066666666666667
6.9,adventure,Star Wars: Episode VIII - The Last Jedi,702000,2.533333333333333
7.9,adventure,The Blues Brothers,224000,2.216666666666667
7.8,adventure,Paddington 2,108000,1.7166666666666668
7.7,adventure,"O Brother, Where Art Thou?",344000,1.7833333333333332
7.4,adventure,The Boy and the Heron,100000,2.066666666666667
6.9,adventure,Aladdin,307000,2.1333333333333333
7.2,adventure,King Kong,462000,3.1166666666666667
7.5,adventure,Sherlock Holmes,694000,2.1333333333333333
8.2,adventure,Monty Python and the Holy Grail,592000,1.5166666666666666
6.6,adventure,The Hunger Games: Mockingjay - Part 1,530000,2.05
7.6,adventure,The Peanut Butter Falcon,116000,1.6166666666666667
7.5,adventure,The Abyss,204000,2.3333333333333335
6.5,adventure,Ad Astra,273000,2.05
7.9,adventure,X-Men: Days of Future Past,775000,2.2
6.4,adventure,Weekend at Bernie's,66000,1.6166666666666667
8.0,adventure,Blood Diamond,612000,2.3833333333333333
6.6,adventure,Star Wars: Episode II - Attack of the Clones,799000,2.3666666666666667
7.5,adventure,Ice Age,549000,1.35
6.6,adventure,Jumanji: The Next Level,308000,2.05
7.6,adventure,Despicable Me,616000,1.5833333333333335
6.6,adventure,Venom,586000,1.8666666666666667
7.3,adventure,Alita: Battle Angel,315000,2.033333333333333
7.8,adventure,The Hobbit: The Desolation of Smaug,737000,2.6833333333333336
6.7,adventure,Thor: The Dark World,759000,1.8666666666666667
7.3,adventure,Sing 2,97000,1.8333333333333335
7.3,adventure,Wonder Woman,725000,2.35
7.4,adventure,How to Train Your Dragon: The Hidden World,170000,1.7333333333333334
6.8,adventure,The Mask of Zorro,206000,2.2666666666666666
6.2,adventure,Men in Black II,422000,1.4666666666666668
7.4,adventure,The Rock,372000,2.2666666666666666
6.0,adventure,Ant-Man and the Wasp: Quantumania,257000,2.066666666666667
5.5,adventure,The Marvels,155000,1.75
7.8,adventure,RRR,181000,3.1166666666666667
5.7,adventure,Spaceman,45000,1.7833333333333332
7.3,adventure,The NeverEnding Story,166000,1.7
6.8,adventure,A Series of Unfortunate Events,228000,1.8
7.3,adventure,Excalibur,71000,2.3333333333333335
5.7,adventure,The Do-Over,55000,1.8
7.8,adventure,Big Hero 6,536000,1.7
6.6,adventure,The Beach,263000,1.9833333333333334
7.0,adventure,Chronicle,273000,1.4
6.4,adventure,Alice in Wonderland,459000,1.8
6.2,adventure,Terminator: Dark Fate,207000,2.1333333333333333
8.0,adventure,Soul,414000,1.6666666666666665
5.2,adventure,Moonfall,109000,2.1666666666666665
5.2,adventure,Transformers: The Last Knight,180000,2.5666666666666664
5.2,adventure,Return to the Blue Lagoon,23000,1.7
7.4,adventure,Galaxy Quest,187000,1.7
6.2,adventure,Despicable Me 4,70000,1.5666666666666667
7.7,adventure,First Blood,293000,1.55
7.8,adventure,Moonrise Kingdom,377000,1.5666666666666667
7.4,adventure,War for the Planet of the Apes,319000,2.3333333333333335
7.8,adventure,Willy Wonka & the Chocolate Factory,239000,1.6666666666666665
6.9,adventure,Conan the Barbarian,170000,2.15
7.8,adventure,Son of the White Mare,3300,1.4333333333333333
7.4,adventure,The Hobbit: The Battle of the Five Armies,602000,2.4
6.9,adventure,Paul,277000,1.7333333333333334
7.0,adventure,Austin Powers: International Man of Mystery,268000,1.4833333333333334
7.0,adventure,Elemental,154000,1.6833333333333333
6.6,adventure,Twister,247000,1.8833333333333333
6.9,adventure,Madagascar,464000,1.4333333333333333
7.6,adventure,Dawn of the Planet of the Apes,503000,2.1666666666666665
7.9,adventure,Life of Pi,689000,2.1166666666666667
6.9,adventure,Cinderella,200000,1.75
7.6,adventure,Toy Story 4,302000,1.6666666666666665
6.6,adventure,The Hunger Games: Mockingjay - Part 2,399000,2.283333333333333
8.3,adventure,North by Northwest,363000,2.2666666666666666
7.3,adventure,Cruella,285000,2.2333333333333334
4.9,adventure,The Ridiculous 6,57000,1.9833333333333334
7.7,adventure,The Lego Movie,406000,1.6666666666666665
7.2,adventure,A Bug's Life,330000,1.5833333333333335
5.6,adventure,Men in Black: International,156000,1.9
6.0,adventure,Joe Dirt,64000,1.5166666666666666
7.8,adventure,Serenity,312000,1.9833333333333334
7.3,adventure,The Lego Batman Movie,185000,1.7333333333333334
7.8,adventure,The Fall,124000,1.95
6.4,adventure,"Honey, I Shrunk the Kids",173000,1.55
6.0,adventure,Transformers: Revenge of the Fallen,445000,2.4833333333333334
8.1,adventure,The Iron Giant,249000,1.4333333333333333
6.3,adventure,Hotel Transylvania 3: Summer Vacation,95000,1.6166666666666667
5.8,adventure,Clash of the Titans,301000,1.7666666666666666
4.7,adventure,Virgin Territory,9800,1.6166666666666667
5.4,adventure,The Green Inferno,53000,1.6666666666666665
7.4,adventure,Luca,214000,1.5833333333333335
6.7,adventure,The Adam Project,249000,1.7666666666666666
6.8,adventure,X-Men: Apocalypse,483000,2.4
6.9,adventure,Maleficent,417000,1.6166666666666667
7.4,adventure,Shrek 2,538000,1.55
7.3,adventure,Chef,245000,1.9
6.4,adventure,Robots,170000,1.5166666666666666
5.3,adventure,The Predator,156000,1.7833333333333332
5.1,adventure,The Dukes of Hazzard,84000,1.7333333333333334
6.6,adventure,Enola Holmes,236000,2.05
7.2,adventure,The Prince of Egypt,157000,1.65
7.3,adventure,Labyrinth,159000,1.6833333333333333
7.6,adventure,Deliverance,126000,1.8166666666666667
6.7,adventure,Kingsman: The Golden Circle,391000,2.35
7.7,adventure,Mulan,336000,1.45
5.6,adventure,Rebel Moon - Part One: A Child of Fire,137000,2.216666666666667
7.8,adventure,Isle of Dogs,203000,1.6833333333333333
7.1,adventure,Brave,466000,1.55
6.7,adventure,Ivanhoe,11000,1.7666666666666666
7.7,adventure,Wreck-It Ralph,484000,1.6833333333333333
6.2,comedy,Happy Gilmore 2,81000,1.9
7.0,comedy,The Naked Gun,24000,1.4166666666666667
7.0,comedy,Freakier Friday,6400,1.8333333333333335
5.4,comedy,The Pickup,7500,1.5666666666666667
6.0,comedy,My Oxford Year,14000,1.8666666666666667
6.4,comedy,Materialists,33000,1.9333333333333333
7.0,comedy,Happy Gilmore,289000,1.5333333333333332
6.4,comedy,Freaky Friday,166000,1.6166666666666667
7.0,comedy,Good Boy,245,1.2
7.6,comedy,The Naked Gun: From the Files of Police Squad!,207000,1.4166666666666667
7.2,comedy,"Sorry, Baby",4100,1.7166666666666668
7.0,comedy,Eddington,11000,2.466666666666667
5.9,comedy,Death of a Unicorn,35000,1.7833333333333332
6.7,comedy,The Phoenician Scheme,39000,1.6833333333333333
6.4,comedy,Heads of State,50000,1.9333333333333333
7.1,comedy,If I Had Legs I'd Kick You,378,1.8833333333333333
8.1,comedy,Dead Poets Society,604000,2.1333333333333333
7.1,comedy,Nobody 2,207,1.4833333333333334
7.4,comedy,Anora,218000,2.3166666666666664
5.6,comedy,Freelance,27000,1.8
7.0,comedy,The Addams Family,193000,1.65
7.6,comedy,Once Upon a Time,922000,2.6833333333333336
5.9,comedy,Honey Don't!,279,1.4666666666666668
6.8,comedy,Nonnas,36000,1.85
6.8,comedy,The Life List,32000,2.05
6.7,comedy,Deep Cover,32000,1.6666666666666665
8.2,comedy,The Wolf of Wall Street,1700000,3.0
7.0,comedy,The Ugly Stepsister,18000,1.8166666666666667
6.9,comedy,Friendship,19000,1.6666666666666665
6.5,comedy,Naked Gun 33 1/3: The Final Insult,121000,1.3833333333333333
6.9,comedy,The Naked Gun 2½: The Smell of Fear,133000,1.4166666666666667
5.4,comedy,Borderline,5500,1.5666666666666667
7.6,comedy,Dazed and Confused,211000,1.7166666666666668
6.9,comedy,Son of Sardaar 2,36000,2.4166666666666665
6.5,comedy,Novocaine,63000,1.8333333333333335
7.0,comedy,American Pie,456000,1.5833333333333335
5.7,comedy,My Mother's Wedding,295,1.5833333333333335
5.4,comedy,Americana,478,1.8333333333333335
6.5,comedy,Wet Hot American Summer,63000,1.6166666666666667
5.6,comedy,The Toxic Avenger,1100,1.7
6.1,comedy,Anyone But You,153000,1.7166666666666668
7.7,comedy,Airplane!,278000,1.4666666666666668
7.0,comedy,The Devil Wears Prada,507000,1.8166666666666667
7.3,comedy,Bullet Train,503000,2.1166666666666667
5.7,comedy,Long Distance,5100,1.4333333333333333
8.2,comedy,The Truman Show,1300000,1.7166666666666668
6.2,comedy,After the Sunset,52000,1.6166666666666667
