Rating,Genre,Movie,Voting_counts,Total_hours
6.8,sport,True Spirit,12000,1.8166666666666667
7.4,sport,The Swimmers,39000,2.2333333333333334
7.1,sport,Concussion,103000,2.05
7.1,sport,Nyad,44000,2.0166666666666666
6.8,sport,Champions,34000,2.066666666666667
7.2,sport,Secretariat,32000,2.05
7.9,sport,The Hustler,90000,2.2333333333333334
7.1,sport,Race,43000,2.2333333333333334
5.7,sport,Planes,51000,1.5166666666666666
6.1,sport,The Bronze,14000,1.6666666666666665
6.2,sport,I Am Zlatan,4700,1.6666666666666665
7.1,sport,American Underdog,27000,1.8666666666666667
7.1,sport,Gridiron Gang,83000,2.0833333333333335
8.1,sport,Lagaan: Once Upon a Time in India,125000,3.7333333333333334
6.1,sport,D2: The Mighty Ducks,45000,1.7666666666666666
6.0,sport,Home Team,23000,1.5833333333333335
6.7,sport,Hidalgo,88000,2.2666666666666666
7.9,sport,Icarus,57000,2.0
7.2,sport,Love & Basketball,26000,2.066666666666667
7.4,sport,The Greatest Game Ever Played,35000,2.0
6.9,sport,The Cutting Edge,24000,1.6833333333333333
6.2,sport,Death Race 2000,33000,1.3333333333333333
6.9,sport,Heaven Can Wait,25000,1.6833333333333333
4.6,sport,The Next Karate Kid,37000,1.7833333333333332
6.2,sport,Lionheart,42000,1.8
7.7,sport,Haikyu!! The Dumpster Battle,6800,1.4166666666666667
2.3,sport,Little Angels,119,1.8333333333333335
6.8,sport,Bleed for This,33000,1.95
6.0,sport,Heart of Champions,3700,1.9833333333333334
5.3,sport,Oxford Blues,3700,1.6166666666666667
5.8,sport,Bad News Bears,24000,1.8833333333333333
7.6,sport,Shelter,25000,1.6166666666666667
6.7,sport,The Way Back,55000,1.8
6.8,sport,A Prayer Before Dawn,28000,1.9333333333333333
6.4,sport,Hardball,35000,1.7666666666666666
6.7,sport,The Fire Inside,3200,1.8166666666666667
6.2,sport,Little Big League,12000,1.9833333333333334
8.9,sport,O,23000,7.783333333333333
6.9,sport,The Broken Hearts Club: A Romantic Comedy,8500,1.5666666666666667
4.5,sport,Space Jam: A New Legacy,85000,1.9166666666666665
5.9,sport,Grind,14000,1.75
7.4,sport,Uma Musume: Pretty Derby - Beginning of a New Era,239,1.8
6.1,sport,Ice Princess,31000,1.6333333333333333
5.7,sport,Blue Crush,34000,1.7333333333333334
6.0,sport,All the Right Moves,22000,1.5166666666666666
6.7,sport,The Football Factory,34000,1.5166666666666666
8.0,sport,The First Slam Dunk,12000,2.066666666666667
6.2,sport,Billy Lynn's Long Halftime Walk,25000,1.8833333333333333
6.1,sport,Undisputed,36000,1.5666666666666667
8.7,sport,We Are Storror,60,1.5833333333333335
6.4,sport,Stick It,32000,1.7166666666666668
5.4,sport,Like Mike,24000,1.65
4.4,sport,Supercross,5000,1.3333333333333333
5.7,sport,Playing for Keeps,32000,1.75
6.7,sport,Victory,35000,1.9333333333333333
6.1,sport,Fired Up!,47000,1.5
6.9,sport,Whip It,72000,1.85
7.7,sport,14 Peaks: Nothing Is Impossible,32000,1.6833333333333333
7.4,sport,The Black Stallion,15000,1.9666666666666668
7.6,sport,Athlete A,13000,1.7166666666666668
7.1,sport,Chasing Mavericks,36000,1.9333333333333333
7.7,sport,Man on Wire,60000,1.5666666666666667
5.4,sport,Air Bud,21000,1.6333333333333333
5.1,sport,Tooth Fairy,52000,1.6833333333333333
6.4,sport,Kill the Jockey,2100,1.6
7.7,sport,The Deepest Breath,17000,1.8
7.9,sport,Touching the Void,39000,1.7666666666666666
6.7,sport,The Survivor,6900,2.15
6.3,sport,Wimbledon,68000,1.6333333333333333
6.1,sport,The Wizard,17000,1.6666666666666665
6.7,sport,Rad,7600,1.55
5.5,sport,The Big Green,12000,1.6666666666666665
6.6,sport,Hands of Stone,18000,1.85
7.7,sport,The Triplets of Belleville,59000,1.3333333333333333
7.7,sport,Meru,20000,1.5
6.5,sport,Rollerball,31000,2.0833333333333335
6.3,sport,Out Cold,19000,1.4833333333333334
8.1,sport,The Dawn Wall,22000,1.6666666666666665
7.1,sport,Win Win,56000,1.7666666666666666
6.2,sport,Fever Pitch,49000,1.7333333333333334
6.7,sport,Goal! The Dream Begins,68000,1.9666666666666668
7.2,sport,Glory Road,50000,1.9666666666666668
7.0,sport,The Boxer,23000,1.8833333333333333
6.2,sport,Seven Days in Utopia,4500,1.6666666666666665
6.1,sport,Sweetwater,1500,1.9666666666666668
6.9,sport,Yolo,4000,2.15
8.1,sport,Chak De! India,88000,2.55
7.4,sport,Queen of Katwe,20000,2.066666666666667
6.9,sport,The Rookie,39000,2.1166666666666667
8.3,sport,Hoop Dreams,29000,2.8333333333333335
7.2,sport,Eight Men Out,23000,1.9833333333333334
7.6,sport,The Endless Summer,6700,1.5833333333333335
6.8,sport,Somewhere in Queens,6100,1.7666666666666666
7.3,sport,Greater,9600,2.1666666666666665
7.4,sport,Hill,297,1.5
6.8,sport,Moon,602,1.5333333333333332
7.8,sport,Chandu Champion,35000,2.3666666666666667
6.5,sport,Run Fatboy Run,71000,1.6666666666666665
5.3,sport,Student of the Year,21000,2.4333333333333336
7.1,sport,The Power of One,11000,2.1166666666666667
5.8,sport,Semi-Pro,88000,1.5166666666666666
7.2,sport,Sugar,5300,1.9
4.9,sport,Stroker Ace,4600,1.6
6.6,sport,Take Me Out to the Ball Game,4300,1.55
6.3,sport,The Beautiful Game,8400,2.0833333333333335
7.4,sport,Schumacher,27000,1.8666666666666667
7.1,sport,Lean on Pete,15000,2.0166666666666666
6.9,sport,The Match,1900,1.9166666666666665
6.9,sport,The Last Champion,1000,2.033333333333333
7.2,sport,Peaceful Warrior,31000,2.0
8.5,sport,Sarpatta Parambarai,27000,2.8833333333333333
7.3,sport,United,14000,1.5666666666666667
7.1,sport,Big Wednesday,7800,2.0
6.4,sport,Uranus 2324,5000,2.1666666666666665
7.8,sport,The Game Changers,22000,1.4333333333333333
6.9,sport,Day of the Fight,800,1.8
7.6,sport,Sunshine,165,1.5166666666666666
6.4,sport,Rez Ball,2700,1.85
5.6,sport,Fighting,35000,1.75
7.2,sport,The Great Race,21000,2.6666666666666665
7.0,sport,Million Dollar Arm,49000,2.066666666666667
7.2,sport,Hard Times,13000,1.55
6.5,sport,Next Goal Wins,30000,1.7333333333333334
8.0,sport,The King of Kong: A Fistful of Quarters,38000,1.3166666666666667
7.3,sport,Pumping Iron,26000,1.4333333333333333
6.6,sport,Above the Rim,18000,1.6
5.5,sport,Ladybugs,11000,1.5
5.7,sport,Everyone's Hero,10000,1.45
8.5,sport,Jersey,26000,2.6166666666666667
6.1,sport,Wildcats,15000,1.7666666666666666
6.3,sport,The Blood of Heroes,8000,1.7333333333333334
5.9,sport,Lucky You,21000,2.066666666666667
7.2,sport,Fat City,11000,1.6
6.7,sport,Le Mans,13000,1.7666666666666666
7.5,sport,The Harder They Fall,9800,1.8166666666666667
6.7,sport,"Mystery, Alaska",29000,1.9833333333333334
7.1,sport,Weekend Rebels,1900,1.8166666666666667
6.4,sport,Best of the Best,16000,1.6166666666666667
5.5,sport,D3: The Mighty Ducks,30000,1.7333333333333334
8.0,sport,Minding the Gap,11000,1.55
5.9,sport,Planes: Fire & Rescue,21000,1.3833333333333333
7.0,sport,Handsome Devil,18000,1.5833333333333335
6.5,sport,Shooting Stars,3800,1.9333333333333333
6.4,sport,Grudge Match,64000,1.8833333333333333
8.2,sport,Rocco and His Brothers,25000,2.9833333333333334
5.9,sport,The Fan,53000,1.9333333333333333
4.8,sport,Good Game: The Beginning,8600,1.9
6.8,sport,Safety,5200,2.033333333333333
6.7,sport,Vision Quest,11000,1.7833333333333332
6.9,sport,Borg vs,36000,1.7833333333333332
6.7,sport,In from the Side,8400,2.2333333333333334
8.2,sport,Paan Singh Tomar,39000,2.25
5.1,sport,Blue Juice,3100,1.5
4.6,sport,3 Ninjas Kick Back,10000,1.55
5.3,sport,A-X-L,14000,1.6333333333333333
8.7,sport,Fight Like a Girl,37,1.9666666666666668
5.9,sport,Beer League,8700,1.4333333333333333
3.8,sport,The Love Guru,56000,1.45
5.9,sport,80 for Brady,14000,1.6333333333333333
6.5,sport,Chuck,7200,1.6333333333333333
6.2,sport,Youngblood,17000,1.8333333333333335
6.6,sport,Big George Foreman,12000,2.15
5.1,sport,Surf Ninjas,9400,1.45
7.0,sport,The Phantom of the Open,8700,1.7666666666666666
